AverageMInFile,ExternalRiskEstimate,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,MSinceMostRecentTradeOpen,MSinceOldestTradeOpen,MaxDelq2PublicRecLast12M,MaxDelqEver,NetFractionInstallBurden,NetFractionRevolvingBurden,NumBank2NatlTradesWHighUtilization,NumInqLast6M,NumInqLast6Mexcl7days,NumInstallTradesWBalance,NumRevolvingTradesWBalance,NumSatisfactoryTrades,NumTotalTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,NumTradesOpeninLast12M,PercentInstallTrades,PercentTradesNeverDelq,PercentTradesWBalance,target
132,75,54,0,10,288,5,8,42,32,2,0,0,1,11,36,36,0,0,2,19,100,62,0
88,68,79,0,14,350,0,5,58,29,0,3,3,1,4,10,13,4,3,0,42,92,83,1
82,66,8,8,12,287,0,2,61,36,2,0,0,1,7,25,26,1,1,0,23,85,47,1
63,75,80,2,3,134,6,5,46,16,0,5,5,1,3,28,34,1,0,2,21,97,67,0
74,61,4,0,2,140,4,2,67,30,2,1,1,6,4,27,37,3,2,4,59,89,100,1
85,65,12,0,14,142,6,3,35,30,0,1,1,2,2,9,13,4,3,0,64,82,100,1
62,81,39,-1,7,154,6,7,28,4,0,0,0,2,8,35,36,0,0,2,17,100,56,1
58,57,3,-1,7,160,4,6,50,69,2,2,2,1,10,15,0,1,1,1,19,88,92,1
72,59,3,11,13,166,4,2,73,42,2,0,0,3,4,16,19,2,1,0,42,68,78,1
63,87,31,0,14,215,6,6,39,0,0,1,1,1,1,20,25,0,0,0,32,96,20,1
55,67,50,0,4,94,6,2,81,12,1,5,5,4,5,36,38,1,1,4,32,95,64,0
79,71,9,0,3,331,4,5,70,7,0,2,2,3,3,14,15,1,0,4,33,67,60,1
130,91,39,25,42,342,7,8,56,3,0,0,0,2,2,14,14,0,0,0,36,100,50,0
122,60,0,0,18,280,4,6,64,34,3,0,0,2,6,22,23,0,0,0,35,91,80,1
63,71,49,0,2,206,6,6,27,74,2,4,4,2,2,17,35,0,0,1,33,94,67,1
84,66,2,0,30,107,4,6,61,15,0,2,2,2,4,31,4,0,0,0,32,97,38,1
77,64,5,0,8,133,3,4,2,32,1,2,2,2,6,16,21,3,2,2,29,76,80,1
143,86,76,0,22,377,7,8,43,21,0,0,0,0,3,11,11,0,0,0,0,100,100,0
52,61,3,0,15,122,4,6,60,52,0,0,0,2,3,15,18,0,0,0,61,72,100,1
14,55,10,0,3,286,4,6,69,70,1,2,2,2,4,10,20,0,0,2,20,90,75,1
92,78,52,0,2,219,7,8,54,79,1,4,4,3,1,17,20,0,0,2,50,100,67,1
41,73,63,-1,5,124,7,8,76,84,2,0,0,3,2,8,8,0,0,2,50,100,83,1
98,82,35,3,12,191,6,5,78,0,0,1,1,2,0,9,10,1,0,0,60,90,60,0
97,60,7,0,23,168,0,5,68,26,0,0,0,2,2,3,11,6,3,0,25,25,80,0
16,65,32,11,2,37,7,8,98,73,2,0,0,2,4,8,9,0,0,4,33,100,100,0
166,73,30,0,7,376,6,4,46,82,2,0,0,1,8,17,19,2,2,1,32,89,100,1
94,83,63,0,8,361,6,6,61,11,0,0,0,2,3,25,26,0,0,2,27,96,42,0
64,77,14,-1,0,221,6,6,88,9,0,1,0,6,3,31,36,0,0,4,51,94,45,1
56,77,12,0,7,233,6,6,55,33,0,0,0,1,2,24,24,0,0,2,8,96,33,1
129,80,46,1,7,443,6,5,22,11,0,3,3,3,4,25,27,2,0,1,41,93,75,0
58,89,39,1,6,151,7,8,97,14,0,2,2,1,1,5,6,0,0,3,17,100,50,1
74,81,63,0,5,306,7,8,101,25,1,0,0,1,7,16,18,0,0,1,11,100,80,0
74,63,7,0,13,183,0,2,67,0,20,0,0,1,0,13,17,2,2,0,81,75,50,1
31,82,62,0,2,78,7,8,77,5,0,1,1,1,2,9,10,0,0,2,40,100,60,1
131,92,31,25,74,213,7,8,60,1,0,0,0,1,1,7,10,0,0,0,20,100,67,0
71,71,72,0,1,158,7,8,94,39,2,2,2,3,5,29,30,0,0,6,30,100,67,1
83,72,59,0,13,226,6,7,78,1,1,3,3,5,3,33,37,1,1,0,47,97,80,0
63,85,55,0,8,149,7,8,32,5,0,2,2,3,1,15,15,0,0,1,40,100,44,0
58,57,10,0,3,167,4,5,57,69,2,2,2,2,7,22,24,2,0,3,33,88,67,0
85,56,2,-1,3,182,4,6,15,53,3,1,1,2,5,18,34,0,0,1,33,78,80,1
77,64,13,-1,25,207,6,6,22,57,0,2,2,2,2,11,11,2,2,0,36,82,71,1
84,77,51,0,8,292,7,8,57,51,1,4,4,3,3,20,20,0,0,1,70,100,78,1
42,72,53,0,2,112,6,6,99,39,0,0,0,4,1,17,18,1,1,2,61,94,83,1
109,64,59,0,3,345,6,2,78,51,3,3,3,1,6,31,36,2,1,3,42,92,64,0
76,72,36,3,2,154,7,8,70,20,1,2,2,4,9,47,12,0,0,3,13,100,48,0
82,72,37,0,7,259,7,8,80,37,2,8,8,2,10,41,41,0,0,3,22,100,60,1
92,58,9,0,6,191,4,6,58,60,3,3,3,2,14,51,53,0,0,1,26,87,85,1
44,76,12,0,7,75,6,6,77,0,0,0,0,2,2,23,24,0,0,2,13,92,25,1
89,85,74,2,4,257,7,8,53,7,0,1,1,4,2,33,33,0,0,1,24,100,50,0
32,68,30,0,3,74,6,3,32,58,1,0,0,5,2,14,15,1,1,4,40,93,64,1
84,77,8,4,4,265,4,5,50,2,0,1,1,1,3,23,25,1,0,4,20,80,36,1
26,62,40,0,8,54,6,6,79,65,20,0,0,2,1,6,7,0,0,2,43,86,75,1
80,68,28,3,4,146,6,6,95,33,20,5,5,2,1,25,26,0,0,3,23,88,67,1
34,58,50,0,7,92,6,6,78,70,1,1,1,3,2,11,12,0,0,1,58,92,83,1
92,84,55,21,22,206,7,8,12,0,0,0,0,2,0,12,12,0,0,0,67,100,50,0
174,77,57,14,14,510,6,8,64,4,1,0,0,1,4,25,26,2,2,0,15,100,46,0
80,61,2,-1,33,141,4,5,45,51,0,1,1,3,2,17,21,2,0,0,71,86,100,1
63,64,38,-1,2,180,6,6,93,77,6,2,2,5,8,46,23,0,0,6,44,98,81,1
86,82,55,0,4,257,7,8,92,20,0,2,2,1,3,19,19,0,0,1,5,100,56,1
79,84,54,0,14,162,7,8,74,16,0,1,1,2,1,21,22,0,0,0,68,100,75,0
114,66,9,3,1,498,3,3,47,10,0,1,1,1,3,43,48,3,1,3,31,90,45,0
83,79,12,-1,2,224,6,5,45,0,0,0,0,1,1,15,18,1,0,1,11,83,25,0
20,77,68,8,1,56,7,8,77,5,0,0,0,3,3,10,11,0,0,4,36,100,67,1
115,65,1,0,3,264,4,6,63,19,1,2,2,2,4,11,14,0,0,1,21,57,100,1
70,79,34,0,6,169,6,8,93,9,0,0,0,2,3,44,44,0,0,4,23,100,42,0
71,88,37,7,14,207,7,8,51,6,0,0,0,3,1,17,17,0,0,0,47,100,50,0
36,72,37,-1,11,73,7,8,63,45,1,1,1,3,1,7,7,0,0,1,57,100,80,1
58,67,43,1,2,246,6,3,95,60,1,2,2,3,5,17,19,1,1,7,37,95,73,1
89,65,2,-1,9,243,4,6,75,49,1,0,0,4,4,23,23,0,0,1,52,83,80,1
101,58,16,2,6,163,6,5,43,86,2,4,4,0,5,20,24,3,1,2,29,71,67,1
78,70,39,1,22,167,6,8,46,53,1,5,5,3,3,26,28,1,1,0,38,100,60,0
56,63,53,0,7,88,6,2,39,97,1,2,2,1,2,5,6,2,2,1,50,83,75,1
115,76,7,0,14,432,4,6,53,13,0,4,4,2,7,24,24,0,0,0,21,96,63,0
90,62,7,0,23,137,4,6,55,44,3,1,1,0,4,13,14,0,0,0,7,71,67,1
98,69,1,17,5,217,4,6,92,24,0,0,0,3,6,32,38,0,0,1,31,91,64,0
86,88,41,-1,14,204,7,8,44,3,0,0,0,1,4,18,18,0,0,0,17,100,56,0
64,81,45,0,2,149,6,6,12,8,0,8,8,2,3,24,3,0,0,5,41,96,42,0
114,66,17,0,39,389,6,5,47,62,2,6,6,2,3,19,23,1,0,0,35,78,63,1
58,71,38,0,0,129,7,8,45,42,1,5,4,5,3,46,39,0,0,3,38,100,60,1
54,63,22,0,1,117,6,5,48,33,3,3,3,5,3,35,39,1,0,3,59,87,62,0
71,64,66,-1,1,168,6,2,70,91,1,3,3,4,2,22,21,2,2,2,33,96,100,1
53,60,65,0,22,264,0,8,63,92,2,1,1,2,4,10,12,2,2,0,40,100,86,1
56,59,2,3,4,115,4,6,53,64,1,1,1,3,2,25,25,0,0,4,44,96,50,0
104,66,4,0,4,328,4,4,25,54,3,0,0,2,5,20,21,1,1,1,29,81,70,1
124,77,18,-1,9,426,6,6,53,46,1,0,0,1,3,19,14,0,0,1,50,95,57,0
132,85,35,1,39,328,7,8,53,0,20,1,1,1,1,7,7,0,0,0,43,100,50,1
53,61,6,0,8,105,4,5,60,39,1,7,7,4,5,44,45,1,0,3,36,89,64,1
46,62,0,0,2,175,4,6,81,57,1,2,2,5,3,18,20,0,0,2,75,95,89,1
100,89,60,-1,3,256,7,8,73,0,0,1,1,4,0,19,27,0,0,2,47,100,57,0
197,74,11,1,54,369,4,6,61,10,0,1,1,2,5,21,21,0,0,0,10,95,44,0
61,80,39,17,4,138,6,6,49,0,1,1,0,0,2,18,18,0,0,2,11,94,29,0
72,84,37,0,4,233,7,8,40,16,0,0,0,3,3,23,23,0,0,1,35,100,67,0
29,57,8,-1,3,104,4,6,80,53,0,4,4,3,6,18,19,0,0,4,39,78,75,1
99,85,48,6,6,181,7,8,69,8,0,0,0,3,2,15,16,0,0,2,33,100,60,0
96,67,60,0,6,159,6,6,62,77,0,10,10,0,5,8,9,1,1,2,22,89,71,0
71,49,4,-1,2,200,4,6,471,86,9,1,1,2,19,45,48,0,0,3,22,98,81,1
91,82,57,-1,24,147,6,5,54,0,0,0,0,1,2,15,0,1,0,0,31,94,50,1
59,66,25,-1,2,92,6,6,56,79,20,1,1,1,1,4,6,2,2,1,83,83,100,1
20,62,46,4,5,60,6,5,73,53,2,2,2,4,5,9,10,2,1,3,40,90,90,1
51,68,30,0,8,124,7,8,73,72,2,2,2,2,2,17,17,0,0,1,47,100,80,1
99,74,24,4,7,215,6,2,53,1,0,1,1,1,1,28,31,1,1,1,42,97,20,0
49,80,61,0,3,114,7,8,50,3,0,3,3,4,3,21,21,0,0,3,33,100,44,1
69,64,3,0,1,173,4,6,100,11,0,2,2,2,4,43,55,0,0,4,20,93,35,0
86,78,35,-1,16,211,7,8,30,11,0,5,5,2,3,27,27,0,0,0,22,100,71,1
104,91,62,4,18,269,7,8,52,1,0,1,1,0,1,9,9,0,0,0,44,100,33,1
83,81,66,0,7,184,5,8,54,53,0,2,2,1,2,15,16,0,0,3,44,100,75,1
45,75,73,15,7,169,7,8,43,36,1,0,0,3,6,27,29,0,0,1,21,100,53,1
78,92,36,0,10,255,7,8,55,6,0,0,0,0,1,7,8,0,0,1,13,100,33,0
43,62,32,-1,1,164,7,8,104,54,3,24,24,11,5,39,44,0,0,17,36,100,73,1
50,69,32,0,2,125,6,6,83,44,2,1,1,3,6,32,34,0,0,4,32,97,53,0
14,64,3,0,2,25,4,6,59,4,0,1,1,3,1,5,6,0,0,2,50,83,80,0
180,86,71,0,2,363,5,7,52,3,1,0,0,1,3,26,29,0,0,1,28,97,45,0
73,83,45,2,2,189,7,8,92,3,0,2,1,3,3,56,71,0,0,6,20,100,43,0
44,85,65,4,2,124,7,8,100,0,20,1,1,1,0,3,4,0,0,2,25,100,50,1
101,85,41,2,14,262,7,8,35,19,0,1,1,1,3,23,23,0,0,0,48,100,100,1
36,62,50,5,6,150,7,8,60,70,2,0,0,4,7,25,26,0,0,4,58,100,92,0
82,70,17,-1,9,189,6,6,37,43,0,0,0,2,2,14,16,0,0,1,53,87,100,1
40,61,1,3,2,83,4,6,59,50,1,1,1,2,7,22,23,0,0,4,26,96,69,1
74,56,2,-1,12,179,3,4,23,20,1,0,0,2,1,32,38,3,1,0,40,74,23,0
80,81,42,0,6,311,7,8,53,24,1,0,0,1,5,22,23,0,0,1,9,100,67,0
66,85,49,2,6,216,7,8,75,4,1,1,1,2,3,20,20,0,0,2,45,100,45,0
111,69,0,-1,2,257,4,5,54,51,0,1,1,1,3,10,14,2,0,1,43,71,80,1
93,89,50,7,6,222,7,8,90,6,0,0,0,2,1,16,16,0,0,1,44,100,100,0
65,66,8,4,15,161,4,5,79,21,0,3,3,4,4,26,31,1,0,0,44,81,73,1
82,85,48,0,7,199,7,8,49,6,1,2,2,2,3,31,34,0,0,1,38,100,36,0
95,63,27,0,26,262,6,4,55,73,20,0,0,1,12,3,6,2,2,0,100,75,100,1
84,81,16,0,6,212,6,6,61,5,0,0,0,2,2,22,22,0,0,1,36,95,40,0
58,78,47,2,8,162,7,8,80,6,0,1,1,3,3,38,53,0,0,2,18,100,32,0
95,67,29,-1,21,144,6,2,56,43,0,0,0,0,2,12,3,4,1,0,29,71,67,1
105,83,52,6,7,255,6,6,33,7,0,0,0,3,2,11,11,0,0,1,45,91,83,0
81,75,41,4,4,172,7,8,56,28,1,0,0,1,6,25,12,0,0,2,32,100,64,0
73,60,7,0,15,132,4,3,68,55,3,0,0,2,3,18,21,2,1,0,38,81,56,0
92,87,58,0,0,253,6,6,30,0,0,0,0,1,0,13,15,0,0,2,33,93,20,0
67,87,48,8,7,133,7,8,82,0,0,0,0,2,0,11,2,0,0,1,55,100,40,0
46,71,59,0,5,98,7,8,76,57,1,1,1,3,3,17,18,0,0,4,39,100,86,0
140,91,33,0,36,397,7,8,47,3,0,0,0,1,1,21,21,0,0,0,19,100,22,0
83,57,3,5,4,224,4,5,62,63,1,1,1,3,4,25,34,2,0,5,47,62,88,1
54,61,47,0,6,187,6,6,76,66,2,1,1,3,3,26,26,0,0,1,42,88,75,1
79,58,18,0,6,307,6,5,75,81,2,0,0,3,3,14,15,1,0,2,53,73,86,1
94,90,63,3,3,190,7,8,56,3,0,1,1,1,1,15,15,0,0,1,27,100,67,0
77,74,70,-1,5,183,6,3,26,58,0,1,1,1,6,11,12,1,1,2,17,92,78,1
119,88,77,23,16,237,7,8,54,1,0,0,0,1,4,10,10,0,0,0,10,100,56,0
86,80,73,0,8,242,7,8,48,37,1,1,1,2,2,16,12,0,0,1,25,100,67,0
100,72,8,5,5,216,2,4,66,33,1,0,0,2,3,25,26,1,1,1,31,85,31,1
84,71,65,-1,8,243,6,6,61,56,3,1,1,1,5,15,16,0,0,1,25,94,86,1
122,79,43,0,20,192,7,8,53,40,1,3,3,1,1,4,5,0,0,0,20,100,75,1
55,64,14,-1,8,114,6,6,85,41,2,2,2,2,6,24,26,0,0,3,35,92,73,1
78,54,6,0,4,203,0,2,90,56,0,3,3,14,5,47,49,5,5,2,76,90,86,1
31,66,57,0,4,57,6,8,86,68,20,0,0,3,15,7,7,2,2,1,57,100,100,1
73,69,43,0,8,176,6,6,96,72,4,0,0,3,6,31,32,0,0,4,38,97,75,1
74,71,38,0,8,200,6,6,92,82,3,0,0,6,4,35,39,0,0,3,56,97,91,1
183,85,79,0,11,446,7,8,69,12,20,0,0,2,1,8,9,0,0,1,67,100,75,0
67,68,34,2,4,195,6,5,88,74,2,3,3,3,3,22,23,1,0,3,52,87,75,1
141,80,79,-1,9,248,7,8,91,23,1,1,1,3,2,27,30,0,0,1,30,100,56,0
86,90,64,0,13,179,7,8,50,0,0,4,4,1,2,12,12,0,0,0,25,100,50,0
43,58,24,0,4,106,6,6,93,67,0,3,3,2,6,25,28,0,0,2,50,86,89,1
89,74,36,0,13,411,7,8,55,43,1,1,1,7,7,49,50,0,0,0,64,100,83,1
35,63,53,0,2,81,6,6,74,35,2,6,6,6,11,34,36,0,0,6,25,97,71,1
122,83,63,0,14,269,7,8,55,24,0,0,0,1,4,17,17,0,0,0,47,100,100,0
58,56,0,0,9,127,4,6,59,74,1,2,2,7,3,30,30,0,0,1,80,90,100,1
120,85,51,0,25,179,7,8,20,0,20,1,1,7,0,28,28,0,0,0,89,100,88,0
40,58,48,-1,3,118,6,4,86,50,1,0,0,3,5,10,11,1,1,2,36,91,100,1
63,65,25,-1,11,166,5,2,4,58,1,0,0,2,5,21,30,1,1,1,35,83,88,0
82,71,53,16,7,179,6,6,62,68,6,0,0,2,9,24,24,0,0,1,38,96,85,1
66,69,70,-1,4,148,7,8,60,32,1,1,1,3,7,41,41,0,0,4,10,100,50,1
51,67,37,0,0,158,6,6,42,44,3,2,2,1,5,28,29,0,0,1,45,97,67,1
80,57,53,-1,52,137,5,7,82,76,20,0,0,2,13,3,3,2,2,0,100,33,100,1
81,61,21,0,2,179,6,6,56,69,11,3,3,4,15,28,29,0,0,3,24,97,83,1
76,74,74,0,4,208,6,6,91,63,0,3,3,1,5,14,16,0,0,1,63,94,86,0
118,74,5,0,32,311,4,6,58,6,0,0,0,1,2,15,15,0,0,0,53,93,50,1
91,79,41,0,1,181,7,8,39,66,1,4,3,2,3,12,14,0,0,1,21,100,71,1
86,88,30,0,22,309,7,8,55,9,0,1,1,0,2,9,10,0,0,0,10,100,40,0
54,70,47,2,4,164,7,8,82,49,2,3,3,3,3,32,0,0,0,4,31,100,75,1
86,84,70,0,5,305,7,8,84,22,0,3,3,3,4,45,46,0,0,2,35,100,47,1
125,85,34,1,2,386,6,6,72,2,0,1,1,3,4,25,49,0,0,1,39,96,64,0
57,75,69,0,4,160,7,8,85,7,0,2,2,9,3,30,31,0,0,5,55,100,86,1
72,88,67,0,25,113,7,8,57,4,0,0,0,1,1,14,14,0,0,0,21,100,25,0
40,56,1,0,3,111,4,6,63,37,0,1,1,7,5,25,27,0,0,6,56,96,75,1
46,75,66,9,6,74,7,8,61,17,1,0,0,3,2,17,17,0,0,1,29,100,45,0
62,71,69,-1,11,171,6,6,67,41,1,0,0,2,3,17,20,0,0,1,35,88,56,1
77,89,41,0,22,181,7,8,63,0,0,4,3,1,3,25,25,0,0,0,8,100,44,0
96,68,68,0,3,310,6,2,89,73,3,4,4,4,6,33,34,1,1,4,26,97,71,0
70,55,2,1,13,171,1,3,79,52,0,3,3,2,3,11,13,2,2,0,46,77,100,1
97,82,28,-1,9,199,6,6,80,17,0,0,0,1,5,18,18,0,0,2,17,94,60,1
124,92,47,9,10,407,7,8,61,1,0,0,0,1,2,16,18,0,0,1,17,100,50,0
65,67,3,-1,10,269,4,6,70,21,0,0,0,3,4,22,24,0,0,1,33,79,58,1
140,73,43,1,7,293,7,8,42,47,1,2,2,2,4,14,15,0,0,1,40,100,75,0
73,64,54,0,5,162,6,2,43,57,0,1,1,1,2,4,7,3,3,1,33,67,100,0
65,59,10,0,2,216,2,4,40,31,1,6,6,2,4,22,31,2,2,1,32,96,55,1
117,75,7,25,11,301,4,6,60,15,0,0,0,1,5,14,10,0,0,1,20,93,75,0
25,71,65,0,1,72,7,8,88,21,1,2,2,6,1,19,20,0,0,4,65,100,64,1
69,69,41,-1,2,211,6,6,77,95,3,2,2,3,4,11,12,0,0,3,36,93,100,1
74,65,3,16,17,301,4,5,44,80,20,1,0,4,0,22,5,1,0,0,48,68,80,1
17,68,52,3,10,32,7,8,92,13,20,4,4,2,1,4,4,0,0,1,50,100,75,0
109,70,41,25,1,152,6,2,17,51,2,0,0,3,2,13,17,2,1,1,65,71,83,1
99,69,37,2,2,180,7,8,48,81,3,3,3,1,5,27,19,0,0,1,20,100,78,0
48,43,1,0,11,71,3,5,53,84,20,0,0,1,1,7,8,1,0,1,75,88,100,1
72,68,5,-1,5,130,3,5,62,35,0,1,1,0,3,16,21,1,0,1,47,89,43,1
124,75,19,0,44,257,6,6,51,14,20,0,0,0,1,4,4,0,0,0,75,75,100,0
45,86,49,25,16,161,7,8,56,4,20,0,0,1,2,8,0,0,0,0,25,100,60,0
154,62,28,0,3,343,6,2,53,59,1,3,3,2,4,16,25,9,4,2,20,60,67,1
52,75,43,0,3,193,6,2,53,27,1,0,0,1,9,23,24,1,0,2,29,96,67,1
74,81,64,15,8,198,6,7,38,17,0,0,0,2,3,32,33,0,0,1,64,100,63,0
80,81,33,7,3,275,6,6,10,3,0,0,0,3,3,50,50,0,0,2,16,98,25,0
98,70,67,0,5,300,6,6,33,31,1,3,3,5,10,62,64,0,0,1,27,98,59,0
65,71,5,-1,2,243,4,6,95,4,0,0,0,2,5,29,30,0,0,6,10,97,47,1
160,70,7,7,18,319,3,5,46,16,0,0,0,1,1,6,7,1,0,0,71,86,100,1
90,82,28,7,4,234,6,6,62,14,1,0,0,1,4,36,17,0,0,4,29,97,50,0
23,54,1,6,11,67,4,6,87,76,0,0,0,2,6,15,16,0,0,6,25,69,90,1
52,57,5,0,5,104,4,6,58,36,1,3,3,2,10,26,26,0,0,3,31,88,86,1
131,86,72,0,3,403,7,8,52,2,0,4,4,0,4,18,21,0,0,2,24,100,40,0
60,81,41,5,4,166,7,8,3,0,0,1,1,3,1,20,21,0,0,1,20,100,25,1
64,63,6,-1,0,174,4,4,90,21,1,4,4,2,5,34,38,2,2,2,66,79,78,1
28,55,3,3,4,42,4,6,77,45,1,2,2,3,2,11,2,0,0,4,36,73,56,1
63,75,25,-1,1,200,6,6,58,41,1,1,1,1,3,48,53,0,0,2,31,98,36,1
69,56,1,0,9,140,4,6,66,66,2,0,0,2,3,16,18,1,1,1,47,94,71,1
154,90,39,16,17,451,7,8,9,3,0,0,0,3,1,11,12,0,0,0,33,100,50,0
66,54,3,0,30,164,3,5,63,108,1,1,1,1,2,5,7,1,0,0,33,50,100,1
67,84,47,0,2,138,7,8,78,15,0,2,2,3,3,21,22,0,0,3,55,100,86,0
9,59,52,-1,9,9,7,8,39,78,20,3,3,1,13,1,1,1,1,1,100,100,100,1
67,66,67,0,2,293,6,6,97,90,2,3,3,3,3,13,14,0,0,3,36,93,100,1
68,57,7,0,5,173,0,5,63,29,1,0,0,0,3,7,11,3,1,2,40,60,60,0
97,64,56,0,9,247,7,8,35,86,13,2,2,4,13,33,33,0,0,1,27,100,86,1
67,66,69,1,3,310,7,8,84,42,5,19,19,11,21,55,65,0,0,16,23,100,73,1
56,63,67,0,2,148,6,2,57,82,6,3,3,2,9,31,38,1,1,5,45,97,92,1
114,88,66,0,4,214,7,8,57,16,0,1,1,1,2,31,31,0,0,2,13,100,19,0
65,63,35,0,6,213,6,4,91,68,0,1,1,1,3,14,18,1,1,4,33,72,80,0
54,60,25,2,14,85,6,3,49,23,2,1,1,3,3,16,23,3,3,0,47,68,50,1
43,63,4,1,2,123,4,6,55,0,0,6,6,6,0,28,29,0,0,8,62,90,60,0
117,66,66,0,11,340,7,8,54,81,11,0,0,1,20,36,36,0,0,1,11,100,75,1
61,58,5,-1,12,128,4,6,76,37,2,2,2,8,6,29,29,0,0,0,45,97,82,0
86,77,32,4,3,289,7,8,55,36,2,2,2,1,2,51,52,0,0,2,10,100,16,0
196,91,67,25,29,450,7,8,45,6,0,0,0,0,2,12,12,0,0,0,8,100,67,0
109,77,30,4,9,414,6,2,49,9,0,1,1,0,2,15,16,1,1,1,19,94,29,0
123,70,51,-1,11,332,6,8,47,22,1,2,2,2,2,19,20,1,1,1,25,100,55,1
68,85,37,0,3,346,6,6,64,1,0,3,3,3,1,35,39,0,0,7,36,97,25,0
85,88,37,-1,10,140,7,8,58,1,0,0,0,0,3,9,9,0,0,1,0,100,50,0
169,88,45,25,33,450,7,8,56,0,0,0,0,0,2,14,14,0,0,0,14,100,50,0
56,63,36,11,7,128,6,2,45,0,20,0,0,2,0,13,15,2,2,1,29,71,33,0
59,87,34,0,2,174,7,8,97,10,0,2,2,2,6,16,19,0,0,4,21,100,89,1
83,89,61,25,38,188,7,8,44,0,0,0,0,1,0,21,21,0,0,0,29,100,13,0
94,64,37,-1,4,314,7,8,62,82,15,7,7,19,25,64,71,0,0,5,52,100,88,1
75,68,1,8,8,79,0,2,87,5,0,0,0,6,4,40,9,1,1,3,44,95,61,1
29,69,37,-1,2,226,7,8,60,85,1,2,2,0,2,1,42,0,0,1,0,100,100,1
116,81,35,1,2,327,7,8,88,7,1,2,2,3,5,40,5,0,0,4,15,100,42,0
64,79,47,11,4,153,7,8,54,68,1,0,0,3,3,11,8,0,0,3,36,100,86,0
71,89,31,25,12,165,7,8,45,13,0,0,0,1,1,19,21,0,0,0,43,100,50,0
86,75,60,14,17,204,0,8,49,1,0,0,0,1,2,28,46,1,1,0,10,100,19,0
130,64,2,0,6,184,0,2,57,10,0,0,0,0,1,5,6,1,1,1,0,83,40,1
124,75,52,0,14,300,7,8,50,57,1,0,0,1,4,22,23,0,0,0,39,100,100,1
104,88,68,-1,19,211,7,8,52,6,0,0,0,1,3,26,26,0,0,0,19,100,36,0
77,71,34,0,6,268,0,8,49,3,0,0,0,1,1,14,15,1,1,2,50,100,50,0
65,78,45,-1,1,177,6,6,72,4,0,1,1,5,4,26,28,0,0,3,46,96,64,0
24,67,73,0,5,66,7,8,66,53,1,4,4,2,4,9,9,0,0,4,44,100,86,1
59,56,5,0,9,254,4,5,63,93,3,0,0,6,3,17,20,3,1,1,70,80,90,1
95,69,5,0,13,300,4,3,67,41,1,1,1,3,3,27,31,2,1,0,39,90,75,1
81,73,70,2,2,286,6,6,82,50,3,1,1,6,6,53,59,0,0,6,42,98,60,0
133,66,23,0,10,371,6,5,80,25,1,2,2,3,2,23,29,2,0,1,55,79,86,1
68,81,62,0,3,189,5,8,95,27,0,6,6,3,3,41,43,0,0,3,37,100,86,0
59,81,54,0,3,141,6,5,94,4,0,1,1,2,2,34,37,1,0,3,51,97,44,0
71,79,77,0,16,138,6,6,92,17,1,0,0,3,2,19,19,0,0,0,42,95,71,1
60,73,15,-1,7,159,6,6,94,72,0,0,0,2,5,16,16,0,0,3,44,94,100,1
116,91,59,25,38,242,7,8,61,4,0,0,0,0,3,20,20,0,0,0,30,100,50,0
52,64,36,0,5,195,7,8,38,75,2,4,3,2,5,30,30,0,0,5,33,100,50,1
68,75,42,-1,6,188,7,8,74,22,2,1,1,6,7,30,26,0,0,2,39,100,68,0
86,84,55,-1,3,312,7,8,51,1,0,1,1,6,3,40,40,0,0,3,25,100,41,0
48,73,65,0,27,74,7,8,98,66,20,2,2,1,12,3,3,0,0,0,100,100,100,1
49,82,59,14,9,150,7,8,92,5,0,0,0,2,1,12,18,0,0,1,42,100,43,0
65,73,65,0,4,123,7,8,80,68,1,1,1,7,3,24,24,0,0,1,38,100,71,0
109,69,35,2,8,284,6,8,21,40,2,3,2,2,3,22,22,1,1,1,26,100,55,0
27,51,3,0,5,91,0,2,89,76,1,4,4,2,3,7,9,2,2,3,63,75,100,1
77,89,60,-1,17,136,7,8,42,6,0,0,0,1,2,7,6,0,0,0,14,100,75,0
134,68,2,0,11,331,4,6,64,37,0,3,3,6,6,39,23,0,0,1,31,92,68,1
69,55,4,0,4,118,3,3,79,79,2,2,2,2,5,12,22,7,4,2,27,50,88,1
94,80,68,6,6,291,7,8,66,7,0,0,0,1,2,22,24,0,0,1,68,100,75,0
132,78,47,2,26,368,6,6,60,15,0,2,2,2,1,28,38,0,0,0,29,96,30,0
96,80,53,-1,9,194,7,8,66,16,0,1,1,1,5,20,21,0,0,1,30,100,55,1
89,59,21,-1,6,198,6,2,98,38,1,3,3,1,11,29,34,3,2,1,38,79,86,1
99,81,48,0,4,168,6,6,26,10,20,0,0,2,1,13,17,0,0,1,65,71,75,0
70,72,74,-1,2,189,7,8,59,92,4,3,3,1,6,19,22,0,0,2,41,100,78,0
50,59,21,0,3,150,6,6,70,54,2,1,1,4,8,27,28,0,0,3,21,89,63,1
73,65,27,0,5,198,6,5,60,31,1,2,2,1,3,22,24,1,0,1,17,88,57,0
39,73,14,3,1,126,6,6,97,14,0,2,1,4,2,24,26,0,0,6,64,96,67,1
57,80,40,0,1,233,7,8,70,9,1,1,1,2,3,30,31,0,0,6,16,100,42,0
